Ticketid,Calendar Week ,Ticket Create Time,Priority,Site,Problem Description,General Category,Sub Category,Resolution,No
INC000005694537,CW: 2021/50,12/14/2021 10:01:04 PM,Critical,Melaka,"(1) Problem description on error* (Including screenshot of error):  
When user tried to track in the lot there is an error.
""EAF.CreateEAJob: Cannot create job. Equipment is not in control state ONLINE/REMOTE!""

(2) Site*: Mark ""x"" for user site

[  ] BTH		[X] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: ZA131010M0B

(4) Equipments affected: STP01

(5) Equipment/PC name:

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: +6062515654 / +6019-6572879

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCW8CC938477D.infineon.com, 10.233.12.174, INFINEON\AlisMoha, MKZ/B5.2.R01.P, ,",Integration,EAF/EAFA,"1) Findings: instance was in yellow

2) Containment Action*: restarted instance

3) FAQ: 

* Mandatory fields.",57
INC000005695328,CW: 2021/50,12/15/2021 7:10:48 AM,Low,Warstein,"*Problem description / Error message: EAFA-Log Files on WARSA0139 are very hugh. Please taka care of the creating of smaller log-files, as it is. It's not possible to open hugh log-files because of missing RAM.
And it is no archive folder available at WARSA0139
It's not urgent, but someone should take care of this.

All log-files on WARSA0140 are less than 10KB
\\warsa140.infineon.com\HPSEAFA_NG_LOG\10005951_VaDu_024

Thanks a lot.

*Site (WAR/ CEG): WAR

*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): POL

Fauf / Lot ID: NA

Area (e.g. Chip soldering):  CPS

Interface (Camstar / XMES/ Equipment):  EAFA

*Equipment or Process (ID, Equipment number): 10005951

Host Name: NA

Screenshot of the error message:

Only 1 Log-File bigger than 2GB
\\warsa139.infineon.com\HPSEAFA_NG_LOG\10005951_VaDu_024

All log-files on WARSA0140 are less than 10KB
\\warsa140.infineon.com\HPSEAFA_NG_LOG\10005951_VaDu_024

*Contact: 
INFINEON\Boevingl
Veit.Boevingloh@infineon.com
+49 2902 764 1494


If applicable: 
Carriers / Items affected (ID): NA",Integration,EAF/EAFA,"Ingo change the configuration for log files and after that need to perform the restart the services
But Eq eng needs to stop their EQ for a while.",58
INC000005697304,CW: 2021/51,12/15/2021 8:57:52 PM,Low,Singapore,"ISCN5CG05229YS.infineon.com, 10.229.114.11, INFINEON\HoKa, SIN_W, ",Integration,EAF/EAFA,wrong test program version . PTE will check it  .,59
INC000005697589,CW: 2021/50,12/16/2021 2:59:23 AM,Medium,Melaka,"(1) Problem description on error* (Including screenshot of error):  Missing test summary
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[X  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: VC131694G02

(4) Equipments affected:OSAI001

(5) Equipment/PC name:ISCN5CG11164MK

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):https://faqstorage.infineon.com/KnowledgebaseArticle126629.aspx

(10) Affected area contact number*: 6062515491

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCN5CG11164MK.infineon.com, 10.233.113.16, INFINEON\SelvarVi, MKZ/B8.1.R01.P, ,",Integration,EAF/EAFA,"1) Findings:
missing test summary. but this tester is special that can't follow FAQ
https://faqstorage.infineon.com/ServiceDeskFAQs/126629/MissingTestSummaryinCamstarMelaka?Keywords=Missing+Test+Summary
2) Containment Action*:
ask EAF team help,find test summary in \\testsummary.mkz.infineon.com\TestSummary2\MBIPPS
EAF member reply there was some conflict with activation on CREA002
EAF resolve this conflict then repump, test summary has normal in Camstar 
3) FAQ: 

* Mandatory fields.",60
INC000005700424,CW: 2021/51,12/17/2021 12:34:48 AM,Low,Batam,"Problem Description:
	Lot cannot move out due to SBA state is SBAEnabled
	

Site:
	BTH

Lot Number:
	5I207059501

Equipments Affected:
	TEFLEX070

Camstar Server:
	BTHSAPA22 (V7SU5.R8.2.RC1d)

Integration Application:
	

Printer:
	

Affected Area Contact Number:
	62770610545

",Integration,EAF/EAFA,"those summary is not produced by TEC since it was on the original IGXL summary format.
          Camstar required specific formatting on summary file.
PTE would recommend to rescreen the lot.",61
INC000005702754,CW: 2021/51,12/17/2021 11:11:41 PM,Low,Melaka,"(1) Problem description on error* (Including screenshot of error):  
   EAF.CreateEAJob: General Error. Equipment rejected command. Unable to execute process job object creation at the equipment: ReturnCode=2, [: ]\

(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[ x ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: VC946239G09

(4) Equipments affected: NEO-002

(5) Equipment/PC name: ISCN5CG84413WY

(6) Camstar Server*: MKZSAPA25
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only): https://faqstorage.infineon.com/KnowledgebaseArticle123799.aspx

(10) Affected area contact number*: +6062515955

(11)Alt Contact Person Name (Compulsory for Critical)*: Zahari Rohizad

(12)Alt Contact Person Number (Compulsory for Critical): +60173191996

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCN5CG84413WY.infineon.com, 10.233.115.25, INFINEON\ZahariRo, MKZ/B8.1.R01.P, ,",Integration,EAF/EAFA,"1) Findings: Instance not communicating

2) Containment Action*: restart instance

3) FAQ: 

* Mandatory fields.",62
INC000005702804,CW: 2021/51,12/18/2021 1:29:44 PM,Low,Singapore,"(1) Problem description on error* (Including screenshot of error):  Cannot track in

Error:
EAF.CreateEAJob: -1: Timed out waiting for reply to YODA request after '30' seconds.
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[ x ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: PF136308508

(4) Equipments affected: SRM-012

(5) Equipment/PC name:

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only): No FAQ available

(10) Affected area contact number*:  +65 6840 0669 (Lee)

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCF8CC8332FND.infineon.com, 172.20.115.39, INFINEON\Mogon, SIN_W/Kallang Way, ,",Integration,EAF/EAFA,"1) Findings: MAYBE SOMETHING WRONG WITH EQUIPMENT . 
BUT NOW  LOT ALREADY COMPLETE  ,  NO ACTION WE DID


2) Containment Action*:

3) FAQ: 

* Mandatory fields.",63
INC000005703939,CW: 2021/51,12/20/2021 5:07:58 AM,Low,Singapore,"Problem Description:
	ZA133339G05 (B61p) missing test summary from AV to Camstar .
	
	Filename:	\\wproj500.sin.infineon.com\ArchView\06_BE_TestSum\2021\33\ZA133339\ZA133339G05_B61P_W_20211219214343_M2620A8BHXAP27J7_SINF7548_sum.txt
	

Site:
	SIN

Lot Number:
	ZA133339G05

Equipments Affected:
	J750-048

Camstar Server:
	SINSAPA23 

Integration Application:
	DDM

Printer:
	

Affected Area Contact Number:
	+658400297

",Integration,EAF/EAFA,"Test Type in test summary is wrong, and user will proceed to retest .",64
INC000005706566,CW: 2021/51,12/21/2021 8:39:47 AM,Critical,Melaka,"(1) Problem description on error* (Including screenshot of error):  
EAF.CreateEAJob: Cannot create job. Equipment is not in control state ONLINE/REMOTE!
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[X] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: ZA132291M0N

(4) Equipments affected: STP01

(5) Equipment/PC name: ISCW8CC938477D

(6) Camstar Server*: MKZSAPA22
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only): na

(10) Affected area contact number*: +6062515654

(11)Alt Contact Person Name (Compulsory for Critical)*:  Mohamad Syamirul Nasuha Alis

(12)Alt Contact Person Number (Compulsory for Critical): +60196572879

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCW8CC938477D.infineon.com, 10.233.12.174, INFINEON\AlisMoha, MKZ/B5.2.R01.P, ,",Integration,EAF/EAFA,"1) Findings: Issue solve by itself. User able to trackin as usual

2) Containment Action*:-

3) FAQ: 

* Mandatory fields.",65
INC000005710951,CW: 2021/51,12/23/2021 4:44:12 AM,Medium,Melaka,"(1) Problem description on error* (Including screenshot of error):  EAF.CreateEAJob: General Error. Equipment rejected command. [EAF] - IPTEST080 : Key : ""PTestProgramName"" not found!
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[ X ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: VC1329718A4

(4) Equipments affected:ADV007

(5) Equipment/PC name:

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: +6062515148/+6062515716

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCF8CC9350W6K.infineon.com, 172.21.120.28, INFINEON\AbRahim, MKZ/B8.2.R01.P, ,",Integration,EAF/EAFA,"1) Findings: Machine only send 1 test program to EAF

2) Containment Action*: 

3) FAQ: 

* Mandatory fields.",66
INC000005711304,CW: 2021/51,12/23/2021 8:48:50 AM,Critical,Batam,"Problem Description:
	Lot#ZF137180B13 can't tracked in at DAG132. There is error pop-up after clicking ""Track In"" button. 
	Error - EAF.CreateEAJob: General Error. Equipment rejected command. Unable to execute process job object creation at the equipment: ReturnCode=-1,[:]

Site:
	BTH

Lot Number:
	ZF137180B13

Equipments Affected:
	DAG132 (ASM AD8312Plus)

Camstar Server:
	BTHSAPA24 (V7Su5.R8.4.RC1)

Integration Application:
	

Printer:
	

Affected Area Contact Number:
	327

",Integration,EAF/EAFA,"As checking, eq instance no communication and not connected. Request user to restart machine and issue resolved.",67
INC000005712352,CW: 2021/52,12/24/2021 3:14:11 AM,Low,Melaka,"(1) Problem description on error* (Including screenshot of error):  

Missing test summary in camstar

Lot ID: VC112566G02

Equipment Type: (e.g. A565/ AOT/ FET/ MICROFLEX/ OSTESTER/ RFNI/ IPTESTER etc.)   : IPTESTER 

Equipment ID:  (e.g. A565-1/ AOT-1/ FET-1/ MICROFLEX-1/ OSTESTER/ RFNI/ IPTESTER etc.) : NP100S

Test Mode: B51P

Test Flag: (e.g. N/ F/ W/ E etc.) N


012-6224220

   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: 

(4) Equipments affected:

(5) Equipment/PC name:

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: 

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state , INFINEON\Shamugam, MKZ/B8.1.R01.P, ,",Integration,EAF/EAFA,"1) Findings: no test summary in Archive folder  and Archive Viewer. 
Follow FAQ, find Tan Yean Hoon , also don't have test summary file.

2) Containment Action*: ask user to retest.

3) FAQ: https://faqstorage.infineon.com/ServiceDeskFAQs/126629/MissingTestSummaryinCamstarMelaka?Keywords=test+summary

* Mandatory fields.",68
INC000005713579,CW: 2021/52,12/27/2021 12:57:43 AM,Critical,Singapore,"(1) Problem description on error* (Including screenshot of error):  
 Camstar: Track in issue

Error: Request time out by JobControllerBE! TIMEOUT Code(-402) 

User retry few times and other lots, issue remains.

User requested for critical priority.

(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[X] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number:  84PBY033X03 & 84PFB242X02

(4) Equipments affected:V93K-038

(5) Equipment/PC name:

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application


[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):https://faqstorage.infineon.com/KnowledgebaseArticle119726.aspx

(10) Affected area contact number*: +6568400271

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state 

ISCW8CC9263QLC.infineon.com, 10.229.127.44, INFINEON\AngTunbi, SIN_W/Kallang Way, ,",Integration,EAF/EAFA,"1) Findings: EQ instance turned off

2) Containment Action*: started eq instance in EAF Mango, then equipment running again.

3) FAQ: 

* Mandatory fields.",69
