Ticket ID,Site Default,Calendar Week ,Ticket Create Time,Problem Description,General Category,Sub Category,Resolution,Priority,No.,Count of Calendar Week 
INC000005554266,Cegled,CW: 2021/40,10/7/2021 8:03:23 AM,"*Problem description / Error message: 
*Site (WAR/ CEG):CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): Econo2
Fauf / Lot ID: 
Area (e.g. Chip soldering): 
Interface (Camstar / XMES/ Equipment): 
*Equipment or Process (ID, Equipment number): 
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):

0100107670900237
0100107670900400
0100107670900461
0100039396900870
0100107670900391
0100107670000284
0100107670900016
0100104502900227
0100104502900099
0100104502900674
0100039396900007
0100039396900926
0100039396900344
0100107670900195
0100107670900013
0100155083900601
0100104502900018
0100104502900034
0100104502900467
0100104502900576
0100039396900623
0100039396900985
0100039396900629
0100039396900180
0100039396900856
0100039396900605
0100039396900610
0100039396900534
0100039396900826
0100039396900614
0100039396900755
0100039396900871
0100155083900208
0100104502900066
0100104502900066
0100104502900209
0100039396900039
0100104502900040
0100104502900183
0100104502900413
0100039396900710
0100039396900200
0100104502900361
0100104502900430
0100104502900478
0100104502900546
0100039396900116
0100155083901018
0100104502900504
0100104502900682
0100104502900380
0100104502900281
0100104502900109
0100104502900295
0100104502900240
0100107670900524
0100107670900545
0100107670900222
0100104502900302
0100104502900411
0100040020900116
0100104502900571
0100155043900072
0100155043900205
0100155043900016
0100107670900539
0100107670900549
0100107670900467
0100155043900016
0100155043900205
0100155043900072
0100104502900655
0100104502900568
0100107670900164
0100104502900185
0100104502900158
0100104502900058
0100104502900252
0100104502900516
0100104502900550
0100104502900447
0100104502900570
0100155083901025",Procedural,Others,"needed info sent by email: Szia Margó, 

ezeket legyetek szívesek tovább regisztrálni:
Tétel	Spec	Munkaállomás	Hordozó	Kimeneti hordozó
81458922	20000019	X-Ray / Rontgen vizsgalat	0100107670900524	DUMMY_GREYAREA231
81461288	20000011	Glueing and frame mounting / Ragasztas es keretszereles	0100107670900539	 
81475122	20000052	Sorting / Szortirozas	0100104502900655	DUMMY_GREYAREA306
81476675	20000011	Glueing and frame mounting / Ragasztas es keretszereles	0100104502900109	 
81476963	20000011	Glueing and frame mounting / Ragasztas es keretszereles	0100104502900185	 
81477610	20000011	Glueing and frame mounting / Ragasztas es keretszereles	0100104502900295	 
81478155	20000019	X-Ray / Rontgen vizsgalat	0100155043900016	 
81478159	20000019	X-Ray / Rontgen vizsgalat	0100155043900205	 

A többi szabad:
0100039396900007
0100039396900039
0100039396900116
0100039396900180
0100039396900200
0100039396900344
0100039396900534
0100039396900605
0100039396900610
0100039396900614
0100039396900623
0100039396900629
0100039396900710
0100039396900755
0100039396900826
0100039396900856
0100039396900870
0100039396900871
0100039396900926
0100039396900985
0100040020900116
0100104502900018
0100104502900034
0100104502900040
0100104502900058
0100104502900066
0100104502900099
0100104502900158
0100104502900183
0100104502900209
0100104502900240
0100104502900252
0100104502900281
0100104502900302
0100104502900361
0100104502900380
0100104502900411
0100104502900413
0100104502900430
0100104502900447
0100104502900467
0100104502900478
0100104502900504
0100104502900516
0100104502900546
0100104502900550
0100104502900568
0100104502900570
0100104502900576
0100104502900674
0100104502900682
0100107670000284
0100107670900013
0100107670900016
0100107670900164
0100107670900195
0100107670900222
0100107670900237
0100107670900391
0100107670900400
0100107670900461
0100107670900467
0100107670900545
0100107670900549
0100155043900072
0100155083900208
0100155083900601
0100155083901018
0100155083901025

Legyen jó napotok, 
P",Low,38,1
INC000005556463,Cegled,CW: 2021/40,10/8/2021 1:33:05 AM,"*Problem description / Error message: Check below carriers currents state/workplace.
*Site (WAR/ CEG): CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): Econo 2
Fauf / Lot ID: 
Area (e.g. Chip soldering): System Soldering
Interface (Camstar / XMES/ Equipment): Camstar
*Equipment or Process (ID, Equipment number): VADU
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID): '0100040020900030','0100039396900097','0100155043900204','0100155043900020','0100039396900257','0100039396901223','0100039396900059','0100039396900103','0100140761000069','0100140761900013','0100140761900013','0100140761900049','0100140761900044','0100140761900046','0100040020900186','0100104502900279','0100104502900229','0100140761900001','0100140761900045','0100040020900013','0100040020000001','0100140761900047','0100039396901089','0100039396900961','0100039396900289'",Procedural,Others,All carriers have been checked. All carriers in the list are ready for booking.,Low,39,1
INC000005556465,Cegled,CW: 2021/40,10/8/2021 1:38:21 AM,"*Problem description / Error message: Not possible to proceed any lot at AP equipment. Tried with two different lots, no error message appear.
*Site (WAR/ CEG): CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): Econo 1
Fauf / Lot ID: 
Interface (Camstar / XMES/ Equipment): Equipment 
*Equipment or Process (ID, Equipment number): Module Test area
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Integration,Others,Equipment  MES Controller communication was wrong. From FI side BOC team checked Camtstar recipies and EA team checked EAF EQ jobs and log histories. It seems the issue cames from vendor side so no more action needed from our side.,Low,40,1
INC000005557816,Cegled,CW: 2021/40,10/8/2021 9:37:13 AM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	81471957

Area:
	Tördelés

Interface:
	

Equipments or Process Affected:
	HEZEL01

Host name:
	

Problem description / Error message:
/error mesage part saved by BOC : 
""Hiba - XMES felület hibája
Hiba - Validáció sikertelen
Hiba - Az alapanyag konténer létrehozása sikertelen Error creating material lot : 43985__AH10600P1__006 Material lot is closed/blacklisted!""
/


	Sziasztok!
	
	Szeretnék segítséget kérni egy tétellel kapcsolatban:
	
	AH10600P1-81471957
	
	Tördelés állomáson 1 magazin a rendszerben ragadt. KI tudnátok nekünk regisztrálni?
	
	A következ? hibaüzenetet dobja fel:
	
	A kiregisztrálás sikertelen.
	

Contact Phone Number:
	308311766

Carriers / Items affected (ID):
	308311766",Procedural,Others,Lot activated with needed quantity,Low,41,1
INC000005558933,Cegled,CW: 2021/41,10/8/2021 6:35:22 PM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	

Interface:
	Camstar

Equipments or Process Affected:
	XRAY 13 

Host name:
	

Problem description / Error message:
	71 kártya kiregisztrálási probléma. 

Contact Phone Number:
	53510788

",Procedural,Others,"Production tried to register a wt as output carrier in 20000064 spec, but the wt still was in 20000063 step.",Low,42,1
INC000005558978,Cegled,CW: 2021/41,10/8/2021 9:53:43 PM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	

Interface:
	

Equipments or Process Affected:
	N/A

Host name:
	

Problem description / Error message:
	Beragadt wt-k

Contact Phone Number:
	53510788

",Procedural,Others,Wt investigation done.,Low,43,1
INC000005559130,Cegled,CW: 2021/41,10/9/2021 3:28:09 AM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	HO2865P1

Area:
	Datacon

Interface:
	Camstar

Equipments or Process Affected:
	Datacon 29

Host name:
	CEGBEARDC29PREP

Problem description / Error message:
	Chipbeültetés hiba:
	Charge: OH2865P1
	material: 37956
	auft.: 81478438
	Camestar hibás darabszámot mutat DC29-nél:  1709db-nak kellene lenni és 2561db-ot mutat

Contact Phone Number:
	06309312821

",Platform,Performance,"""Sending request failed"" error happened and items stucked in 20000001 step, I had to correct the items.",Low,44,1
INC000005559134,Cegled,CW: 2021/41,10/9/2021 3:58:47 AM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	81479984

Area:
	Datacon

Interface:
	XMES

Equipments or Process Affected:
	DC20

Host name:
	CEGBEARDCPREP05

Problem description / Error message:
	62mm DC el?készít? állomáson DCB csomagról beolvasott QR kód darabszáma nem a csomagon található valós mennyiséget eredményezi, beírást követ?en a hibaüzenet: ""A megadott mennyiség nem megfelel?.""

Contact Phone Number:
	06308311766

",Procedural,Others,"113 item was registered on the carrier and it's capacity is 120, I had to unregister the affected carrier, the production could proceed after.",Low,45,1
INC000005559210,Cegled,CW: 2021/41,10/9/2021 10:31:56 AM,"Önt?ben kályhákból kiérkez? WT-k még camstarozhatóak, de utána ahogy átkerülnek sorting állomásra már nem lehet. Hiba üzenet szerint nincs jó állomáson, vagy nem jó a kód olvasó. Ezek közül egyiksem igaz, mert a WT-k sorting állomáson vannak és a kódolvasó is m?ködik. Egyik ilyen: 0100087343900229
	A következ? charge-okat érintik: HB31661P0; HA10661P0; UZ00631P0

",Procedural,Others,"Many wt was stucked in the UI, needed to perform move in cancel for all of them.",Low,46,1
INC000005559297,Cegled,CW: 2021/40,10/10/2021 12:51:36 AM,"*Problem description / Error message: IHM fordító tábla tartalom váltás
*Site (WAR/ CEG):CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): 
Fauf / Lot ID: 81481020
Area (e.g. Chip soldering): 
Interface (Camstar / XMES/ Equipment): 
*Equipment or Process (ID, Equipment number): 
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Configuration,Master Data,requested master data change don  and setted back as usual,Low,47,1
INC000005559563,Cegled,CW: 2021/41,10/9/2021 9:04:14 PM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	81478438 és 81475825

Area:
	Anyagos

Interface:
	Camstar

Equipments or Process Affected:
	Datacon tételindítás

Host name:
	

Problem description / Error message:
	Tételindítás állomáson adat nélküli hordozó van, ezért nem tudom move out-olni az auftragot.
	Érintett tételek:
	
	Charge: OH2865P1
	Auftrag: 81478438
	
	
	
	Charge: WH5509P1
	Auftrag: 81475825
	
	

Contact Phone Number:
	308311786

",Configuration,MD4CAMSTAR,"So 10.10.2021 15:21 done, email sent",Low,48,1
INC000005559572,Cegled,CW: 2021/40,10/9/2021 11:24:04 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	

Interface:
	Camstar

Equipments or Process Affected:
	Szortir állomás

Host name:
	

Problem description / Error message:
	Az alábbi két tételb?l vannak még szortir állomáson WT-k és a kollégák nem találják ?ket.
	Tudnátok segíteni a tovább regisztrálásban? 
	
	81478788 (3 wt)
	81476093 (2 wt)
	

Contact Phone Number:
	308311776

",Configuration,MD4CAMSTAR,"Hali, 0100039396900926 (81478788)kivételével többit ki sikerült szedni a mérésre,  Üdv, Péter",Low,49,1
INC000005559712,Cegled,CW: 2021/41,10/10/2021 5:53:20 AM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	81466604

Area:
	Sorting

Interface:
	XMES

Equipments or Process Affected:
	Önt?

Host name:
	CEGBEARSORTING23

Problem description / Error message:
	Öntö allomason sortirozason WT regisztralasat követöen hibaüzenetet dob fel a gep (csatolni nem tudom a kepernyökepet). Következö állomason nem jelenik meg a WT, törlödik a rendszerböl. Ellenörzes soran az elözö allamasra irja a WT-t, szortírozásra, törlödik a rendszerböl. Jelenleg ez a szamitogepünk nem használhato. Jelenleg 1 gépet erint a hiba.

Contact Phone Number:
	308311766

",Procedural,Others,Mentioned items has been scrapped by AL10_Ghostkiller,Low,50,1
INC000005561983,Cegled,CW: 2021/41,10/11/2021 12:53:45 PM,"Site:
	CEG

Affected Line:
	IHM

Fauf (Fertigungsauftrag) / Lot ID:
	81481020

Area:
	Rendszerforrasztás

Interface:
	Equipment

Equipments or Process Affected:
	Vadu 22

Host name:
	ISCFS4BZ1223
	CEGFABVADU22

Problem description / Error message:
	Vadun le lett gyártva az UI02285P0 tétel, melyhez hozzá lett az alaplap regisztrálva, sajnos a tétel két különböz? material számú alaplappal épült fel. A tétel két külön álló tételre lett szétbontva maradt az UI02285P0  36 db és lett az UI02305P024 db tétel, melyhez az alaplapokat kell átregisztrálni, melyeknek ezek a számai:
	1972059753336990
	1762058716336990
	2102060865336990
	2092060761336990
	2042060545336990
	1782059064336990
	2102060872336990
	2102060878336990
	2102060869336990
	2102060867336990
	2102060882336990
	1962059451336990
	1762058554336990
	2092060847336990
	2102060877336990
	2272060919336990
	2272060918336990
	2042060529336990
	2092060851336990
	1972059764336990
	1972059762336990
	1712057873336990
	2092060850336990
	1962059453336990
	

Contact Phone Number:
	06302659576

Carriers / Items affected (ID):
	1972059753336990 1762058716336990 2102060865336990 2092060761336990 2042060545336990 1782059064336990 2102060872336990 2102060878336990 2102060869336990 2102060867336990 2102060882336990 1962059451336990 1762058554336990 2092060847336990 2102060877336990 2272060919336990 2272060918336990 2042060529336990 2092060851336990 1972059764336990 1972059762336990 1712057873336990 2092060850336990 1962059453336990

",Procedural,Others,"Kódlista ellenorizve majd a kódok végének átírása pl  1972059753336995 re, majd a kódokhoz tartozó lotok hivatkozásának átírása , majd a fordító tábában a 36996 36995 -re átírva",Low,51,1
INC000005562786,Cegled,CW: 2021/41,10/11/2021 9:21:04 PM,"*Problem description / Error message: ifxLotClose_E0003: Lot Close function was executed at this Spec already, cannot execute twice in Camstar

(zerettem volna modul 1 b?l modul 2 be rakni de nem tudom)
*Site (WAR/ CEG):CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): Econo1
Fauf / Lot ID: U73314P0/81479489/

S

Area (e.g. Chip soldering): 
Interface (Camstar / XMES/ Equipment): 
*Equipment or Process (ID, Equipment number): 
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Procedural,TrackIn / TrackOut,Do Excecute move out / lehet 2x lett megnyomva az ok.. Menj az execute fülre és ott a move out gombra.,Low,52,1
INC000005565068,Cegled,CW: 2021/41,10/12/2021 2:20:26 PM,"*Problem description / Error message: Regisztrálandó WT-k
*Site (WAR/ CEG):
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): 62mm
Fauf / Lot ID: 
Area (e.g. Chip soldering): 
Interface (Camstar / XMES/ Equipment): 
*Equipment or Process (ID, Equipment number): 
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Procedural,Others,email reply sent So 10.10.2021 01:12,Low,53,1
INC000005568567,Cegled,CW: 2021/41,10/13/2021 5:07:30 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81477901

Area:
	

Interface:
	XMES

Equipments or Process Affected:
	Xmes

Host name:
	

Problem description / Error message:
	Szeretnénk tovább regisztrálni az alábbi WT-ket, de csak „X-MES hibát” dob fel a Camstar.

Contact Phone Number:
	06308311776

",Configuration,Master Data,"missing carrier family matrix item added by UPS, after scan do moveout without error as screenshot sent per email",Medium,54,1
INC000005568747,Cegled,CW: 2021/41,10/13/2021 6:58:10 PM,"*Problem description / Error message: 
*Site (WAR/ CEG):CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): Econo2
Fauf / Lot ID: 21	81481493 ? 81483153	49448	9H13261E2
Area (e.g. Chip soldering): 
Interface (Camstar / XMES/ Equipment): 
*Equipment or Process (ID, Equipment number): 
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Configuration,Master Data,masterdata changed and with the right config new fauf created,Low,55,1
INC000005568938,Cegled,CW: 2021/41,10/14/2021 2:06:12 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	Frame assembly

Interface:
	Equipment

Equipments or Process Affected:
	HK166

Host name:
	CEGBEARFB166

Problem description / Error message:
	Nem áll át az EQstat normál gyártásra.

Contact Phone Number:
	+36304238256

",Procedural,Others,"Equipment did not send any new event in that time, in this case the user have to change state manually in EQSTAT.",Low,56,1
INC000005569655,Cegled,CW: 2021/41,10/14/2021 8:48:35 AM,"*Problem description / Error message: Check following lot current status and if items are not booked in Camstar then abort it.
*Site (WAR/ CEG): CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): IHM
Fauf / Lot ID: 81479992/XU00926P1
Area (e.g. Chip soldering): Chip soldering
Interface (Camstar / XMES/ Equipment): Camstar
*Equipment or Process (ID, Equipment number): 
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Procedural,Others,All items and carriers have been checked. Lot has been terminated as requested.,Low,57,1
